start,end,id,total_len,country,mode,devicetype,language,consent,relationship,income_reference,income_year,income_month,income_week,country_birth_mother,country_birth_father,country_birth_partner,municipality_years,children_hh,children_out,childr_n_0to5,childr_n_6to15,others_n,grandchildren,pets__1,pets__2,pets__3,pets__4,pets__5,pets__6,contract,worklife_balance,telework,rand1,loneliness_djg_a,loneliness_djg_b,loneliness_djg_c,loneliness_djg_d,loneliness_djg_e,loneliness_djg_f,family_meet_face,family_meet_tele,family_n__1,family_n__1__open,friends_meet_face,friends_meet_tele,friends_n__1,friends_n__1__open,neighbours,social_support_a,social_support_b,social_support_c,social_support_d,relationship_happiness,social_activities_a,social_activities_b,social_activities_c,loneliness_ucla_a,loneliness_ucla_b,loneliness_ucla_c,relationship_need,loneliness_direct,loneliness_intensity,life_events__1,life_events__2,life_events__3,life_events__4,life_events__5,life_events__6,life_events__7,life_events__8,life_events__9,life_events__10,life_events__11,life_events__12,lost_spouse,interventions_heard,interventions_done__1,interventions_done__2,interventions_done__3,interventions_done__4,interventions_done__5,interventions_done__6,interventions_done__7,interventions_done__8,interventions_done__9,interventions_done__10,interventions_done__11,interventions_done__12,interventions_done__13,interventions_done__14,interventions_done__15,interventions_done__16,loneliness_work_a,loneliness_work_b,loneliness_work_c,loneliness_education_a,loneliness_education_b,loneliness_education_c,loneliness_stigma1,loneliness_stigma2,sm_purpose_a,sm_purpose_b,sm_purpose_c,sm_purpose_d,sm_purpose_e,sm_time_a,sm_time_b,sm_time_c,sm_time_d,feelings_nerv,feelings_hopel,feelings_restl,feelings_depr,feelings_worthl,risk_a,risk_b,risk_c,civic_attitudes_a,civic_attitudes_b,civic_attitudes_c,trust,vote,vote_open,child_health,child_health_relatives_1,child_health_relatives_2,child_health_relatives_3,child_health_relatives_4,child_health_relatives_5,child_health_relatives_6,child_relationship_a,child_relationship_b,child_friends,religion_child,religion_now,health_general,smoking,gender,date_birth_month,date_birth_year,age,age_class,country_birth_yourself,sex_orientation,education,adults_n,region_residence,municipality_type,work_status,main_job,occupation,nace_sector,income_source,exercise,health_condition,health_condition_intensity,w_country,w_country_5,w_design
21 Nov 22,21 Nov 22,1646,1533.984,Italy,Telephone,Laptop/PC,it,"Yes, I agree",Single,Your household's monthly income,,Income decile 2,,Italy,Italy,,14,0,0,0,0,0,"Yes, but I do not look after them regularly",Cat,,,,,,Unlimited duration,1,I worked more than half time onsite at a workplace,loneliness_ucla first,Yes,Yes,Yes,More or less,Yes,More or less,Never,Every two weeks,Number,2,Never,Daily,Number,3,Almost every day,Some of the time,Most of the time,Some of the time,Some of the time,,Once a month,Never,Never,Often,Often,Often,Every two months or less frequently,All of the time,10,,,,,,,,,,Severe conflicts at work (with colleagues and/or manager),,,,Yes,,,,,Sought professional help by a therapist,,,,,,,,,,,,Always,Never,Never,,,,An issue that has implications for the individual as well as for the wider society,Both equally,2 to 5 times a day,2 to 5 times a day,2 to 5 times a day,Once a day or less,2 to 5 times a day,Less than 10 minutes per day,1–2 hours per day,Never,1–2 hours per day,Always,Always,Always,Always,Always,3,1,5,9,6,10,4,I don't know,,Very good,,,"Had chronic, severe illnesses, disabilities or accidents",,,,9,1,Always,More than once a week,More than once a week,Average,"No, I don’t smoke at all",Male,March,1972,50,46-55,Italy,Lesbian or gay,ISCED 3: Upper secondary education,1,Nord-Ovest,Large town/city,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Service occupations (e.g., restaurant owner – police officer – waiter – caretaker – barber – armed forces)","Social, cultural, personal and any other services",Wages or salaries,0 days,Yes,"Yes, a little",.50381351,1.1313919,.924079
21 Nov 22,21 Nov 22,1647,1754.635,Poland,Online,Smartphone,pl,"Yes, I agree",In a relationship,Your household's monthly income,,Income decile 4,,Poland,Poland,Poland,71,1,1,0,0,2,"Yes, but I do not look after them regularly",,,,,,No pet at home,,,,loneliness_djg first,No,No,No,Yes,More or less,Yes,Every week,More than once a week,Number,8,More than once a week,More than once a week,Number,4,Several times a week,All of the time,All of the time,All of the time,All of the time,10,Never,Every two months or less frequently,Never,Hardly ever or never,Hardly ever or never,Hardly ever or never,Every two weeks,None of the time,,,,,,,,,,,,None of the above,,,Don’t know,,,,,,,,,,,,,,,,,,,,,,,An issue that has implications for the individual as well as for the wider society,Both equally,Once a day or less,Once a day or less,Once a day or less,Never,Never,10-30 minutes per day,10-30 minutes per day,Never,Never,Very rarely,Never,Never,Never,Never,10,1,1,3,1,1,6,Lewica,,Very good,,Drink heavily,,,,,8,8,Always,Never,Never,Very good,"No, I don’t smoke at all",Male,September,1951,71,65+,Poland,Heterosexual/straight,ISCED 3: Upper secondary education,4,Makroregion Pólnocny,Small or medium-sized town,Retired,,,,Pensions,7 days,No,,3.0000999,3.000098,1.1541485
21 Nov 22,21 Nov 22,1648,1457.395,Poland,Telephone,Laptop/PC,pl,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 10,,Poland,Poland,Poland,6,2,0,1,1,0,No,,Dog,Bird or fish,,,,Unlimited duration,8,I worked more than half time onsite at a workplace,loneliness_djg first,No,No,No,Yes,More or less,Yes,Daily,Daily,Number,5,Every week,More than once a week,Number,2,Several times a week,All of the time,All of the time,All of the time,All of the time,9,Never,Once a month,Every two months or less frequently,Hardly ever or never,Hardly ever or never,Hardly ever or never,Every week,None of the time,,,,,,,,,COVID-19 infection of a member of your household,,Severe conflicts at work (with colleagues and/or manager),,,,Yes,,,,,,,,,,,,,,,,,Never,Most of the time,Most of the time,,,,An issue that has implications for the individual as well as for the wider society,Both equally,2 to 5 times a day,Once a day or less,Once a day or less,2 to 5 times a day,2 to 5 times a day,1–2 hours per day,10-30 minutes per day,Never,31–60 minutes per day,Rarely,Never,Very rarely,Very rarely,Very rarely,1,5,1,7,2,6,7,Koalicja Obywatelska (KO),,Average,Smoke heavily,Drink heavily,,,,,4,3,Sometimes,Never,Never,Fairly good,"No, I don’t smoke at all",Male,September,1981,41,36-45,Poland,Heterosexual/straight,ISCED 7: Master’s or equivalent level,2,Makroregion Poludniowy,Small or medium-sized town,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Professional and technical occupations (e.g., doctor – teacher – engineer – artist – accountant)",Manufacturing or engineering,Wages or salaries,4 days,No,,.0010140875,.0015736035,.50032049
21 Nov 22,21 Nov 22,1649,1704.058,France,Online,Laptop/PC,fr,"Yes, I agree",In a relationship,Your household's monthly income,,Income decile 6,,France,France,France,12,2,2,0,0,0,"Yes, and I look after them regularly",,,,,Other,,,,,loneliness_djg first,No,More or less,More or less,Yes,Yes,Yes,Every week,More than once a week,Number,5,Every two weeks,Every two weeks,Number,3,Almost every day,Some of the time,Most of the time,Most of the time,Most of the time,7,Every two weeks,Every week,Every two months or less frequently,Some of the time,Hardly ever or never,Some of the time,More than once a week,A little of the time,Prefer not to say,,,,,,,,,,,None of the above,,,Yes,,Doing sports alone,Doing sports with others,,,,,,,,Took time for myself,,,,,,,,,,,,An issue that has implications for the individual as well as for the wider society,Both equally,Once a day or less,Never,Never,Once a day or less,Once a day or less,Never,Less than 10 minutes per day,Never,Never,Very rarely,Never,Very rarely,Very rarely,Very rarely,3,4,3,7,6,2,8,La République En Marche (LREM),,Very good,,,,,None of the above,,8,9,Most of the time,Once a month,Never,Very good,"No, I don’t smoke at all",Male,June,1958,64,56-65,France,Heterosexual/straight,ISCED 3: Upper secondary education,2,Pays-de-la-Loire,A rural area or village,Retired,,,,Pensions,5 days,No,,1.5755755,1.35151,1.1544029
21 Nov 22,21 Nov 22,1650,1397.549,Italy,Telephone,Laptop/PC,it,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 5,,Italy,Italy,Italy,36,0,0,0,2,0,"Yes, and I look after them regularly",,Dog,,,,,Limited duration,10,I worked more than half time onsite at a workplace,loneliness_djg first,No,No,No,No,No,Yes,Once a month,Every week,Number,10,Every two months or less frequently,Every week,Number,2,Almost every day,All of the time,All of the time,Some of the time,All of the time,10,Never,Every two months or less frequently,Never,Hardly ever or never,Hardly ever or never,Hardly ever or never,Once a month,None of the time,,,,,,,,COVID-19 infection of yourself,,,,,,,Don’t know,,,,,,,,,,,,,,,,,Never,Never,Always,,,,An issue that is limited to the individual concerned,Both equally,2 to 5 times a day,2 to 5 times a day,2 to 5 times a day,2 to 5 times a day,2 to 5 times a day,31–60 minutes per day,31–60 minutes per day,10-30 minutes per day,4-5 hours per day,Very frequently,Occasionally,Very frequently,Never,Never,1,1,7,1,10,10,5,I don't know,,Very good,,,,,None of the above,,7,7,Always,On specific holidays only,Never,Average,"No, I smoke less than 10 cigarettes on average per day",Male,January,1986,36,36-45,Italy,Heterosexual/straight,ISCED 2: Lower secondary education,3,Nord-Ovest,A rural area or village,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working part-time","Skilled worker (e.g., foreman – motor mechanic – printer – tool and die maker – electrician)","Social, cultural, personal and any other services",Wages or salaries,7 days,No,,.65213585,.48921338,.4620395
21 Nov 22,21 Nov 22,1651,1387.2629,Poland,Online,Laptop/PC,pl,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 7,,Poland,Poland,Poland,32,1,0,1,0,3,No,Cat,Dog,,,,,Unlimited duration,3,I worked more than half time onsite at a workplace,loneliness_djg first,More or less,More or less,More or less,More or less,Yes,Yes,Daily,Every week,Number,10,Once a month,More than once a week,Number,3,Several times a week,Most of the time,Most of the time,Most of the time,All of the time,8,Every two months or less frequently,Every two months or less frequently,Every two months or less frequently,Some of the time,Hardly ever or never,Some of the time,More than once a week,Some of the time,8,,,,,,,,,,,None of the above,,,Yes,"Seeing friends, family members, or other loved ones",Doing sports alone,,,,,,,,Used more social media,,,,,,,Most of the time,Sometimes,Sometimes,,,,An issue that has implications for the individual as well as for the wider society,Both equally,Over 30 times a day,16 to 30 times a day,2 to 5 times a day,6 to 15 times a day,6 to 15 times a day,4-5 hours per day,10-30 minutes per day,Never,2–3 hours per day,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,7,3,5,8,7,8,9,Koalicja Obywatelska (KO),,Average,,,,,None of the above,,7,3,Sometimes,Once a week,Never,Fairly good,"No, I don’t smoke at all",Male,May,1990,32,26-35,Poland,Heterosexual/straight,ISCED 7: Master’s or equivalent level,7,Makroregion Pólnocno-Zachodni,A rural area or village,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Professional and technical occupations (e.g., doctor – teacher – engineer – artist – accountant)",Manufacturing or engineering,Wages or salaries,3 days,No,,.012242741,.016069446,1.2538897
21 Nov 22,21 Nov 22,1652,381.01999,Sweden,Online,Laptop/PC,sv,"Yes, I agree",In a relationship,Your household's monthly income,,Income decile 8,,PREFER NOT TO ANSWER,PREFER NOT TO ANSWER,PREFER NOT TO ANSWER,30,0,0,0,0,0,No,,,,,,No pet at home,Unlimited duration,10,I worked more than half time from somewhere else,loneliness_ucla first,No,No,No,More or less,More or less,More or less,More than once a week,Daily,Number,1,More than once a week,Every two weeks,Number,0,Several times a week,Some of the time,All of the time,All of the time,All of the time,10,Every week,Once a month,Every two months or less frequently,Hardly ever or never,Some of the time,Some of the time,Every two weeks,A little of the time,7,,,,,,,,,,,None of the above,,,Yes,,,,,,,,,,,,,,None of the above,,,Never,Sometimes,Sometimes,,,,Don’t know,Don’t know,Once a day or less,6 to 15 times a day,6 to 15 times a day,16 to 30 times a day,2 to 5 times a day,1–2 hours per day,31–60 minutes per day,2–3 hours per day,31–60 minutes per day,Occasionally,Occasionally,Rarely,Never,Occasionally,5,8,6,7,4,6,7,Sverigedemokraterna (SD),,Average,,,,,None of the above,,10,10,Sometimes,On specific holidays only,Never,Fairly good,"No, I don’t smoke at all",Male,June,1987,35,26-35,Sweden,Heterosexual/straight,ISCED 3: Upper secondary education,1,Södra Sverige,Large town/city,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Skilled worker (e.g., foreman – motor mechanic – printer – tool and die maker – electrician)",Construction or building,Wages or salaries,4 days,No,,1.3402647,.83844334,1.1433755
21 Nov 22,21 Nov 22,1653,1226.641,Sweden,Online,Laptop/PC,sv,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 9,,Sweden,Sweden,Sweden,7,0,2,0,0,0,"Yes, but I do not look after them regularly",,,,,,No pet at home,,,,loneliness_djg first,More or less,No,No,Yes,Yes,Yes,Once a month,More than once a week,Number,1,Every two weeks,Every two weeks,Number,3,Several times a week,Don’t know,Most of the time,Some of the time,Most of the time,7,Once a month,Once a month,Once a month,Some of the time,Hardly ever or never,Some of the time,Every two weeks,Some of the time,8,,,,,,,,,,,None of the above,,,No,"Seeing friends, family members, or other loved ones",,Doing sports with others,,,,,,,,,,,,,,,,,,,,An issue that has implications for the individual as well as for the wider society,Both equally,2 to 5 times a day,Once a day or less,Once a day or less,Never,Once a day or less,10-30 minutes per day,Less than 10 minutes per day,Never,4-5 hours per day,Never,Occasionally,Very rarely,Occasionally,Never,5,5,5,9,7,7,9,Vänsterpartiet (V),,Very good,,,,,None of the above,,5,5,Rarely,On specific holidays only,Never,Fairly good,"No, I don’t smoke at all",Female,September,1949,73,65+,Sweden,Heterosexual/straight,ISCED 6: Bachelor’s or equivalent level,2,Södra Sverige,Large town/city,Retired,,,,Pensions,4 days,No,,.67893261,.35033041,.88142109
21 Nov 22,21 Nov 22,1654,890.82202,Sweden,Online,Smartphone,sv,"Yes, I agree",In a relationship,Your household's monthly income,,Income decile 10,,Sweden,Sweden,Sweden,18,0,0,0,0,0,,,,,,,No pet at home,,,,loneliness_ucla first,More or less,No,More or less,Yes,More or less,Yes,Daily,Daily,Number,3,Daily,Daily,Number,3,About once a week,All of the time,Most of the time,Most of the time,Most of the time,9,Daily,Every two months or less frequently,Daily,Hardly ever or never,Hardly ever or never,Hardly ever or never,Every two months or less frequently,A little of the time,6,,,,,,,COVID-19 infection of yourself,,,,,,,Yes,,,,,,,,,,,,,,None of the above,,,,,,Rarely,Most of the time,Most of the time,An issue that has implications for the individual as well as for the wider society,People who feel lonely mostly have themselves to blame for their loneliness,6 to 15 times a day,6 to 15 times a day,16 to 30 times a day,Once a day or less,6 to 15 times a day,1–2 hours per day,10-30 minutes per day,1–2 hours per day,1–2 hours per day,Rarely,Very rarely,Very frequently,Very rarely,Never,7,3,4,3,3,7,8,Moderaterna (M),,Fairly good,,,,,None of the above,,9,9,Always,On specific holidays only,On specific holidays only,Very good,"No, I don’t smoke at all",Male,March,2004,18,16-25,Sweden,Heterosexual/straight,ISCED 2: Lower secondary education,4,Södra Sverige,A rural area or village,In education,,,,Wages or salaries,6 days,No,,1.6645005,.70860648,1.2247224
21 Nov 22,21 Nov 22,1655,1469.582,France,Online,Laptop/PC,fr,"Yes, I agree",Separated or divorced,Your household's monthly income,,Income decile 1,,France,France,,7,1,0,0,0,0,No,,Dog,,,,,Unlimited duration,10,I worked more than half time onsite at a workplace,loneliness_ucla first,No,No,No,Yes,Yes,Yes,Every week,Daily,Number,10,Every week,Daily,Number,8,Never or hardly ever,All of the time,Most of the time,Most of the time,None of the time,,Never,Every two months or less frequently,Never,Hardly ever or never,Some of the time,Hardly ever or never,Every week,None of the time,,,Diagnosis of severe illness or life-threatening injury,,,,,,,Severe conflicts at home (with spouse/ partner and/or family members),,,,,Yes,,,,,,,,,,,,,,,,,Never,Always,Always,,,,An issue that has implications for the individual as well as for the wider society,Feeling lonely is mostly due to factors and circumstances beyond a person’s control,Once a day or less,Once a day or less,Once a day or less,2 to 5 times a day,2 to 5 times a day,Less than 10 minutes per day,10-30 minutes per day,Never,Never,Occasionally,Never,Occasionally,Very rarely,Very rarely,1,1,1,10,7,9,4,Prefer not to say,,Very good,Smoke heavily,,,,,,10,10,Always,Never,Never,Fairly poor,"No, I smoke less than 10 cigarettes on average per day",Female,October,1970,52,46-55,France,Bisexual,ISCED 3: Upper secondary education,2,Provence-Alpes-Côte dAzur,A rural area or village,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working part-time",Don’t know,"Administration and support services, including public administration and defence",Wages or salaries,2 days,Yes,"Yes, a lot",2.4443786,2.186729,1.3011416
21 Nov 22,21 Nov 22,1656,1495.722,Poland,Telephone,Laptop/PC,pl,"Yes, I agree",Single,Your household's annual income,Income decile 7,,,Poland,Poland,,53,0,0,0,0,0,No,,,,,,No pet at home,Limited duration,7,I worked more than half time onsite at a workplace,loneliness_ucla first,No,No,No,Yes,Yes,Yes,Every two weeks,Every week,Number,20,Every two weeks,Every week,Number,8,Almost every day,Most of the time,All of the time,Most of the time,Most of the time,,Never,Once a month,Never,Hardly ever or never,Hardly ever or never,Hardly ever or never,Every two weeks,None of the time,,,,,,,,,,,,None of the above,,,Yes,,,,,,,,,,,,,,,,,Never,Always,Always,,,,An issue that has implications for the individual as well as for the wider society,Feeling lonely is mostly due to factors and circumstances beyond a person’s control,Once a day or less,Once a day or less,Once a day or less,Never,Once a day or less,Less than 10 minutes per day,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Occasionally,1,1,1,10,10,10,4,I don't know,,Very good,Smoke heavily,,,,,,10,10,Always,Once a week,Once a week,Very good,"No, I don’t smoke at all",Male,September,1969,53,46-55,Poland,Heterosexual/straight,ISCED 3: Upper secondary education,2,Makroregion Poludniowy,A rural area or village,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Professional and technical occupations (e.g., doctor – teacher – engineer – artist – accountant)","Social, cultural, personal and any other services",Wages or salaries,3 days,No,,1.5114138,1.6761092,.87315631
17 Nov 22,21 Nov 22,1657,832.797,Sweden,Online,Laptop/PC,sv,"Yes, I agree",Married or cohabitating,Prefer not to say,,Prefer not to say,,Sweden,Sweden,Sweden,29,0,2,0,0,0,"Yes, but I do not look after them regularly",,,,,,No pet at home,,,,loneliness_ucla first,No,No,No,More or less,More or less,Yes,Every two weeks,Every week,Number,15,Every week,Every week,Number,0,Almost every day,All of the time,All of the time,All of the time,All of the time,9,Every week,Every two weeks,Every two months or less frequently,Hardly ever or never,Hardly ever or never,Hardly ever or never,More than once a week,None of the time,,,Diagnosis of severe illness or life-threatening injury,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,An issue that has implications for the individual as well as for the wider society,Both equally,2 to 5 times a day,Never,Once a day or less,2 to 5 times a day,2 to 5 times a day,31–60 minutes per day,Never,Never,1–2 hours per day,Very rarely,Very rarely,Never,Very rarely,Never,5,5,3,9,9,8,5,Kristdemokraterna (KD),,Very good,,,,,None of the above,,10,10,Always,More than once a week,More than once a week,Average,"No, I don’t smoke at all",Male,May,1951,71,65+,Sweden,Heterosexual/straight,ISCED 6: Bachelor’s or equivalent level,2,Södra Sverige,A rural area or village,Retired,,,,Pensions,1 days,Yes,"Yes, a little",.78441441,1.2349745,.88142109
21 Nov 22,21 Nov 22,1658,913.16101,Italy,Online,Laptop/PC,it,"Yes, I agree",Married or cohabitating,Your household's annual income,Income decile 9,,,Italy,Italy,Italy,10,0,0,0,0,0,"Yes, and I look after them regularly",,Dog,,,,,Unlimited duration,5,I worked more than half time from home,loneliness_ucla first,Yes,More or less,No,Yes,More or less,Yes,Every two weeks,Daily,Number,8,Once a month,More than once a week,Number,4,Several times a week,Most of the time,All of the time,All of the time,All of the time,10,Never,Never,Every two months or less frequently,Hardly ever or never,Hardly ever or never,Hardly ever or never,Daily,A little of the time,3,,,,,,,COVID-19 infection of yourself,,,,,,,Yes,,,,,,,,,,Used more social media,Took time for myself,,,,,,Sometimes,Most of the time,Most of the time,,,,An issue that has implications for the individual as well as for the wider society,Both equally,Never,2 to 5 times a day,Never,Once a day or less,Once a day or less,31–60 minutes per day,1–2 hours per day,Never,Less than 10 minutes per day,Very frequently,Never,Very frequently,Occasionally,Never,7,4,6,8,9,1,10,Partito Democratico (PD),,Very good,,,,,None of the above,,10,10,Always,More than once a week,Don’t know,Average,"No, I don’t smoke at all",Female,October,1974,48,46-55,Italy,Heterosexual/straight,ISCED 6: Bachelor’s or equivalent level,2,Centro,Large town/city,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Professional and technical occupations (e.g., doctor – teacher – engineer – artist – accountant)","Information and communication technology; finance; professional, scientific or technical services",Wages or salaries,6 days,No,,.18411247,.19555046,.93732136
21 Nov 22,21 Nov 22,1659,1530.694,Poland,Online,Laptop/PC,pl,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 10,,Poland,Poland,Poland,41,0,1,0,0,0,"Yes, but I do not look after them regularly",,,,,,No pet at home,,,,loneliness_djg first,More or less,More or less,More or less,Yes,Yes,More or less,More than once a week,Daily,Number,3,Every week,Daily,Number,6,About once a week,Some of the time,Some of the time,Some of the time,Some of the time,8,Every two weeks,Once a month,Never,Some of the time,Some of the time,Some of the time,More than once a week,Some of the time,5,,,,,,,COVID-19 infection of yourself,COVID-19 infection of a member of your household,,,,,,Yes,"Seeing friends, family members, or other loved ones",,,,,,,,Volunteered,,,,,,,,,,,,,,An issue that has implications for the individual as well as for the wider society,Feeling lonely is mostly due to factors and circumstances beyond a person’s control,Once a day or less,Once a day or less,Never,Once a day or less,6 to 15 times a day,Less than 10 minutes per day,10-30 minutes per day,Never,Never,Occasionally,Occasionally,Occasionally,Occasionally,Very frequently,7,4,5,9,9,6,6,Koalicja Obywatelska (KO),,Average,,,"Had chronic, severe illnesses, disabilities or accidents",,,,6,1,Most of the time,On specific holidays only,On specific holidays only,Fairly good,"No, I smoke less than 10 cigarettes on average per day",Female,April,1953,69,65+,Poland,Heterosexual/straight,ISCED 7: Master’s or equivalent level,1,Makroregion Województwo Mazowieckie,Large town/city,Retired,,,,Pensions,5 days,No,,3.0000999,3.000098,1.1541485
21 Nov 22,21 Nov 22,1660,1337.923,Poland,Online,Laptop/PC,pl,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 2,,Poland,Poland,Poland,17,2,0,0,2,0,No,Cat,,,,,,Unlimited duration,5,I worked more than half time onsite at a workplace,loneliness_ucla first,No,No,No,Yes,More or less,Yes,Every week,Daily,Number,6,Once a month,Every week,Number,4,Almost every day,Some of the time,Most of the time,Most of the time,Most of the time,9,Every two months or less frequently,Every two months or less frequently,Once a month,Hardly ever or never,Hardly ever or never,Some of the time,Every week,None of the time,,,,,,,,,,,,None of the above,,,Yes,,,,,,,,,,,,,,,,,Never,Most of the time,Sometimes,,,,An issue that has implications for the individual as well as for the wider society,Both equally,16 to 30 times a day,2 to 5 times a day,Once a day or less,Once a day or less,16 to 30 times a day,31–60 minutes per day,10-30 minutes per day,Never,Less than 10 minutes per day,Occasionally,Very rarely,Occasionally,Very rarely,Very rarely,6,5,6,8,5,6,7,I don't know,,Fairly good,Smoke heavily,,,,,,7,7,Most of the time,On specific holidays only,On specific holidays only,Fairly good,"No, I don’t smoke at all",Female,December,1982,39,36-45,Poland,Heterosexual/straight,ISCED 7: Master’s or equivalent level,2,Makroregion Pólnocny,Large town/city,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Sales occupations (e.g., sales manager – shop owner – shop assistant – insurance agent)","Social, cultural, personal and any other services",Wages or salaries,3 days,Yes,"Yes, a little",.32731745,.43881744,1.1809891
21 Nov 22,21 Nov 22,1661,1257.741,France,Online,Laptop/PC,fr,"Yes, I agree",In a relationship,Your household's monthly income,,Income decile 3,,France,France,France,15,0,0,0,0,0,"Yes, but I do not look after them regularly",Cat,,,,,,Unlimited duration,9,I worked more than half time onsite at a workplace,loneliness_ucla first,No,More or less,No,No,More or less,More or less,Every two weeks,Daily,Number,1,Once a month,Every two weeks,Number,3,Several times a week,All of the time,All of the time,All of the time,All of the time,10,Never,Once a month,Never,Some of the time,Hardly ever or never,Some of the time,Every two weeks,A little of the time,5,,,,,,,,,,,None of the above,,,Don’t know,,,,,,,,,,,,,,None of the above,,,Rarely,Most of the time,Most of the time,,,,An issue that has implications for the individual as well as for the wider society,Both equally,Once a day or less,Once a day or less,Once a day or less,Once a day or less,Once a day or less,Less than 10 minutes per day,Less than 10 minutes per day,Never,Never,Very rarely,Very rarely,Never,Occasionally,Occasionally,7,2,2,9,4,5,4,Parti Socialiste (PS),,Very good,,,,,None of the above,,10,10,Most of the time,Never,Never,Very good,"No, I don’t smoke at all",Female,February,1970,52,46-55,France,Heterosexual/straight,ISCED 7: Master’s or equivalent level,1,Nouvelle-Aquitaine,A rural area or village,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Professional and technical occupations (e.g., doctor – teacher – engineer – artist – accountant)",Services relating to education,Wages or salaries,5 days,No,,.41866145,.55015463,1.3011416
21 Nov 22,21 Nov 22,1662,962.06403,France,Online,Laptop/PC,fr,"Yes, I agree",Married or cohabitating,Your household's monthly income,,Income decile 7,,France,France,France,2,0,0,0,0,0,No,,Dog,,,,,Unlimited duration,5,I worked more than half time onsite at a workplace,loneliness_djg first,No,More or less,No,More or less,More or less,Yes,Once a month,Every week,Number,10,Once a month,Once a month,Number,4,Almost every day,All of the time,All of the time,All of the time,All of the time,10,Every two months or less frequently,Once a month,Every two months or less frequently,Hardly ever or never,Hardly ever or never,Hardly ever or never,Once a month,None of the time,,,,,,,,COVID-19 infection of yourself,COVID-19 infection of a member of your household,,,,,,Yes,,,,,,,,,,,,,,,,,Not applicable,Not applicable,Not applicable,,,,An issue that has implications for the individual as well as for the wider society,Both equally,Once a day or less,Once a day or less,Never,Once a day or less,Once a day or less,31–60 minutes per day,Less than 10 minutes per day,Never,1–2 hours per day,Never,Never,Never,Never,Never,1,3,1,7,5,6,5,Europe Ecologie Les Verts (EELV),,Fairly good,Smoke heavily,,,,,,10,Prefer not to say,Most of the time,Once a week,Never,Fairly good,"No, I don’t smoke at all",Male,January,1983,39,36-45,France,Lesbian or gay,ISCED 3: Upper secondary education,2,Bretagne,A rural area or village,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Semi-skilled worker (e.g., bricklayer – bus driver – cannery worker – carpenter – sheet metal worker – baker)",Manufacturing or engineering,Wages or salaries,0 days,No,,2.0906847,1.8859131,1.387091
21 Nov 22,21 Nov 22,1663,1428.389,Poland,Online,Laptop/PC,pl,"Yes, I agree",Single,Your household's monthly income,,Income decile 5,,Poland,Poland,,0,0,0,0,0,0,No,,,,,,No pet at home,Unlimited duration,8,I worked more than half time onsite at a workplace,loneliness_djg first,No,No,No,More or less,More or less,More or less,Every week,Daily,Number,2,Every week,Every week,Number,4,Less than once a month,A little of the time,Most of the time,A little of the time,A little of the time,,Every two months or less frequently,Every two months or less frequently,Every two months or less frequently,Some of the time,Hardly ever or never,Some of the time,Every two weeks,A little of the time,3,,,,,,,,,,,None of the above,,,No,"Seeing friends, family members, or other loved ones",,,,,,,,,,,,,,,,Never,Most of the time,Most of the time,,,,An issue that has implications for the individual as well as for the wider society,Both equally,6 to 15 times a day,Once a day or less,Never,2 to 5 times a day,6 to 15 times a day,1–2 hours per day,10-30 minutes per day,1–2 hours per day,1–2 hours per day,Occasionally,Very rarely,Occasionally,Occasionally,Rarely,2,3,3,6,1,8,7,I don't know,,Very good,Smoke heavily,Drink heavily,"Had chronic, severe illnesses, disabilities or accidents",Had mental health problems,,,9,9,Always,Once a week,Never,Fairly poor,"Yes, I smoke 10 or more cigarettes on average per day",Male,August,1985,37,36-45,Poland,Heterosexual/straight,ISCED 6: Bachelor’s or equivalent level,3,Makroregion Wschodni,Small or medium-sized town,"In paid work (or away temporarily) (employee, self-employed, working for your family business)","An employee, working full-time","Professional and technical occupations (e.g., doctor – teacher – engineer – artist – accountant)","Information and communication technology; finance; professional, scientific or technical services",Wages or salaries,0 days,No,,.0067153983,.0071889684,.59049457
